symbol	direct_call_site_count	runtime_direct_call_site_count	caller_paths	caller_packages	caller_dispositions	provisional_first_hop	stage1_final_disposition	stage1_owner	stage1_basis	upstream_header_state	upstream_package_roots	upstream_declaration_candidates	next_stage
"a3_getAX"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getBH"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getBL"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getBP"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getBX"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getCF"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getCH"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getCL"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getCS"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getCX"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getDF"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getDH"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getDI"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getDL"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getDS"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getDX"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getES"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getIF"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getIP"	"2"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getOF"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getPF"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getSF"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getSI"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getSP"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getSS"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_getZF"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_p_setMSW"	"2"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_setAF"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_setAH"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_setAL"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_setAX"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_setBH"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_setBL"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_setBP"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_setBX"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_setCF"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_setCH"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_setCL"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_setCS"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_setCX"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_setDF"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_setDH"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_setDI"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_setDL"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_setDS"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"a3_setDX"	"1"	"0"	"softpc.new/obj.vdm/c_regs.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
